No,Tanggal,Pukul,Latitude (?),Longitude(?),Heading(?),Kecepatan K1(knots)
654,17/5/2023,12:18,8.05586,116.56717,304,11.1
655,17/5/2023,12:24,8.06613,116.55193,304,11.1
656,17/5/2023,12:30,8.0764,116.53669,304,11.1
657,17/5/2023,12:36,8.08666,116.52145,304,11.1
658,17/5/2023,12:42,8.09693,116.50621,304,11.1
659,17/5/2023,12:48,8.1072,116.49097,304,11.1
660,17/5/2023,12:54,8.11747,116.47573,304,11.1
661,17/5/2023,13:00,8.12774,116.46049,304,11.1
662,17/5/2023,13:06,8.13801,116.44525,304,11.1
663,17/5/2023,13:12,8.14828,116.43001,304,11.1
664,17/5/2023,13:18,8.15855,116.41477,304,11.1
665,17/5/2023,13:24,8.16882,116.39953,304,11.1
666,17/5/2023,13:30,8.17909,116.38429,304,11.1
667,17/5/2023,13:36,8.18935,116.36905,304,11.1
668,17/5/2023,13:42,8.19962,116.35381,304,11.1
669,17/5/2023,13:48,8.20989,116.33857,304,11.1
670,17/5/2023,13:54,8.22016,116.32333,304,11.1
671,17/5/2023,14:00,8.23043,116.30809,304,11.1
672,17/5/2023,14:06,8.2407,116.29285,304,11.1
673,17/5/2023,14:12,8.25097,116.27761,304,11.1
674,17/5/2023,14:18,8.26124,116.26237,304,11.1
675,17/5/2023,14:24,8.27151,116.24713,304,11.1
676,17/5/2023,14:30,8.28178,116.23189,304,11.1
677,17/5/2023,14:36,8.29204,116.21665,304,11.1
678,17/5/2023,14:42,8.30231,116.20141,304,11.1
679,17/5/2023,14:48,8.31258,116.18617,304,11.1
680,17/5/2023,14:54,8.32285,116.17093,304,11.1
681,17/5/2023,15:00,8.33312,116.15569,304,11.1
682,17/5/2023,15:06,8.34339,116.14045,304,11.1
683,17/5/2023,15:12,8.35366,116.12521,304,11.1
684,17/5/2023,15:18,8.36393,116.10998,304,11.1
685,17/5/2023,15:24,8.3742,116.09474,304,11.1
686,17/5/2023,15:30,8.38447,116.0795,304,11.1
687,17/5/2023,15:36,8.39473,116.06426,304,11.1
688,17/5/2023,15:42,8.405,116.04902,304,11.1
689,17/5/2023,15:48,8.41527,116.03378,304,11.1
690,17/5/2023,15:54,8.42554,116.01854,304,11.1
691,17/5/2023,16:00,8.43581,116.0033,304,11.1
692,17/5/2023,16:06,8.44608,115.98806,304,11.1
693,17/5/2023,16:12,8.45635,115.97282,304,11.1
694,17/5/2023,16:18,8.46662,115.95758,304,11.1
695,17/5/2023,16:24,8.47689,115.94234,304,11.1
696,17/5/2023,16:30,8.48716,115.9271,304,11.1
697,17/5/2023,16:36,8.49742,115.91186,304,11.1
698,17/5/2023,16:42,8.50769,115.89662,304,11.1
699,17/5/2023,16:48,8.51796,115.88138,304,11.1
700,17/5/2023,16:54,8.52823,115.86614,304,11.1
701,17/5/2023,17:00,8.5385,115.8509,304,11.1
702,17/5/2023,17:06,8.54877,115.83566,304,11.1
703,17/5/2023,17:12,8.55904,115.82042,304,11.1
704,17/5/2023,17:18,8.56931,115.80518,304,11.1
705,17/5/2023,17:24,8.57958,115.78994,304,11.1
706,17/5/2023,17:30,8.58985,115.7747,304,11.1
707,17/5/2023,17:36,8.60011,115.75946,304,11.1
708,17/5/2023,17:42,8.61038,115.74422,304,11.1
709,17/5/2023,17:48,8.62065,115.72898,304,11.1
710,17/5/2023,17:54,8.63092,115.71374,304,11.1
711,17/5/2023,18:00,8.64119,115.6985,304,11.1
712,17/5/2023,18:06,8.65146,115.68326,304,11.1
713,17/5/2023,18:12,8.66173,115.66802,304,11.1
714,17/5/2023,18:18,8.672,115.65278,304,11.1
715,17/5/2023,18:24,8.68227,115.63754,304,11.1
716,17/5/2023,18:30,8.69254,115.6223,304,11.1
717,17/5/2023,18:36,8.7028,115.60706,304,11.1
718,17/5/2023,18:42,8.71307,115.59182,304,11.1
719,17/5/2023,18:48,8.72334,115.57659,304,11.1
720,17/5/2023,18:54,8.73361,115.56135,304,11.1
