Tanggal,Pukul,Latitude (?),Longitude(?),Heading(?),Kecepatan K1(knots)
15/5/2023,2:12,2.0904,120.50086,61,5
15/5/2023,2:18,2.09437,120.50819,61,5
15/5/2023,2:24,2.09834,120.51552,61,5
15/5/2023,2:30,2.1023,120.52284,61,5
15/5/2023,2:36,2.10627,120.53017,61,5
15/5/2023,2:42,2.11024,120.53749,61,5
15/5/2023,2:48,2.11421,120.54482,61,5
15/5/2023,2:54,2.11818,120.55214,61,5
15/5/2023,3:00,2.12215,120.55947,61,5
15/5/2023,3:06,2.12612,120.5668,61,5
15/5/2023,3:12,2.13009,120.57412,61,5
15/5/2023,3:18,2.13406,120.58145,61,5
15/5/2023,3:24,2.13803,120.58877,61,5
15/5/2023,3:30,2.142,120.5961,61,5
15/5/2023,3:36,2.14597,120.60343,61,5
15/5/2023,3:42,2.14994,120.61075,61,5
15/5/2023,3:48,2.15391,120.61808,61,5
15/5/2023,3:54,2.15788,120.6254,61,5
15/5/2023,4:00,2.16185,120.63273,61,5
15/5/2023,4:06,2.16582,120.64006,61,5
15/5/2023,4:12,2.16978,120.64738,61,5
15/5/2023,4:18,2.17375,120.65471,61,5
15/5/2023,4:24,2.17772,120.66203,61,5
15/5/2023,4:30,2.18169,120.66936,61,5
15/5/2023,4:36,2.18566,120.67668,61,5
15/5/2023,4:42,2.18963,120.68401,61,5
15/5/2023,4:48,2.1936,120.69134,61,5
15/5/2023,4:54,2.19757,120.69866,61,5
15/5/2023,5:00,2.20154,120.70599,61,5
15/5/2023,5:06,2.20551,120.71331,61,5
15/5/2023,5:12,2.20948,120.72064,61,5
15/5/2023,5:18,2.21345,120.72797,61,5
15/5/2023,5:24,2.21742,120.73529,61,5
15/5/2023,5:30,2.22139,120.74262,61,5
15/5/2023,5:36,2.22536,120.74994,61,5
15/5/2023,5:42,2.22933,120.75727,61,5
15/5/2023,5:48,2.2333,120.7646,61,5
15/5/2023,5:54,2.23726,120.77192,61,5
15/5/2023,6:00,2.24123,120.77925,61,5
15/5/2023,6:06,2.2452,120.78657,61,5
15/5/2023,6:12,2.24917,120.7939,61,5
15/5/2023,6:18,2.25314,120.80122,61,5
15/5/2023,6:24,2.25711,120.80855,61,5
15/5/2023,6:30,2.26108,120.81588,61,5
15/5/2023,6:36,2.26505,120.8232,61,5
15/5/2023,6:42,2.26902,120.83053,61,5
15/5/2023,6:48,2.27299,120.83785,61,5
15/5/2023,6:54,2.27696,120.84518,61,5
15/5/2023,7:00,2.28093,120.85251,61,5
15/5/2023,7:06,2.2849,120.85983,61,5
15/5/2023,7:12,2.28887,120.86716,61,5
15/5/2023,7:18,2.29284,120.87448,61,5
15/5/2023,7:24,2.29681,120.88181,61,5
15/5/2023,7:30,2.30077,120.88914,61,5
15/5/2023,7:36,2.30474,120.89646,61,5
15/5/2023,7:42,2.30871,120.90379,61,5
15/5/2023,7:48,2.31268,120.91111,61,5
15/5/2023,7:54,2.31665,120.91844,61,5
15/5/2023,8:00,2.32062,120.92576,61,5
15/5/2023,8:06,2.32459,120.93309,61,5
15/5/2023,8:12,2.32856,120.94042,61,5
15/5/2023,8:18,2.33253,120.94774,61,5
15/5/2023,8:24,2.3365,120.95507,61,5
15/5/2023,8:30,2.34047,120.96239,61,5
15/5/2023,8:36,2.34444,120.96972,61,5
15/5/2023,8:42,2.34841,120.97705,61,5
15/5/2023,8:48,2.35238,120.98437,61,5
15/5/2023,8:54,2.35635,120.9917,61,5
15/5/2023,9:00,2.36032,120.99902,61,5
15/5/2023,9:06,2.36429,121.00635,61,5
15/5/2023,9:12,2.36825,121.01367,61,5
15/5/2023,9:18,2.37222,121.021,61,5
15/5/2023,9:24,2.37619,121.02833,61,5
15/5/2023,9:30,2.38016,121.03565,61,5
15/5/2023,9:36,2.38413,121.04298,61,5
15/5/2023,9:42,2.3881,121.0503,61,5
15/5/2023,9:48,2.39207,121.05763,61,5
15/5/2023,9:54,2.39604,121.06496,61,5
15/5/2023,10:00,2.40001,121.07228,61,5
15/5/2023,10:06,2.40398,121.07961,61,5
15/5/2023,10:12,2.40795,121.08693,61,5
15/5/2023,10:18,2.41192,121.09426,61,5
15/5/2023,10:24,2.41589,121.10159,61,5
15/5/2023,10:30,2.41986,121.10891,61,5
15/5/2023,10:36,2.42383,121.11624,61,5
15/5/2023,10:42,2.4278,121.12356,61,5
15/5/2023,10:48,2.43177,121.13089,61,5
15/5/2023,10:54,2.43573,121.13821,61,5
15/5/2023,11:00,2.4397,121.14554,61,5
15/5/2023,11:06,2.44367,121.15287,61,5
15/5/2023,11:12,2.44764,121.16019,61,5
15/5/2023,11:18,2.45161,121.16752,61,5
15/5/2023,11:24,2.45558,121.17484,61,5
15/5/2023,11:30,2.45955,121.18217,61,5
15/5/2023,11:36,2.46352,121.1895,61,5
15/5/2023,11:42,2.46749,121.19682,61,5
15/5/2023,11:48,2.47146,121.20415,61,5
15/5/2023,11:54,2.47543,121.21147,61,5
15/5/2023,12:00,2.4794,121.2188,61,5
15/5/2023,12:06,2.48337,121.22613,61,5
15/5/2023,12:12,2.48734,121.23345,61,5
15/5/2023,12:18,2.49131,121.24078,61,5
15/5/2023,12:24,2.49528,121.2481,61,5
15/5/2023,12:30,2.49924,121.25543,61,5
15/5/2023,12:36,2.50321,121.26275,61,5
15/5/2023,12:42,2.50718,121.27008,61,5
15/5/2023,12:48,2.51115,121.27741,61,5
15/5/2023,12:54,2.51512,121.28473,61,5
15/5/2023,13:00,2.51909,121.29206,61,5
15/5/2023,13:06,2.52306,121.29938,61,5
15/5/2023,13:12,2.52703,121.30671,61,5
15/5/2023,13:18,2.531,121.31404,61,5
15/5/2023,13:24,2.53497,121.32136,61,5
15/5/2023,13:30,2.53894,121.32869,61,5
15/5/2023,13:36,2.54291,121.33601,61,5
15/5/2023,13:42,2.54688,121.34334,61,5
15/5/2023,13:48,2.55085,121.35067,61,5
15/5/2023,13:54,2.55482,121.35799,61,5
15/5/2023,14:00,2.55879,121.36532,61,5
15/5/2023,14:06,2.56276,121.37264,61,5
15/5/2023,14:12,2.56672,121.37997,61,5
15/5/2023,14:18,2.57069,121.38729,61,5
15/5/2023,14:24,2.57466,121.39462,61,5
15/5/2023,14:30,2.57863,121.40195,61,5
15/5/2023,14:36,2.5826,121.40927,61,5
15/5/2023,14:42,2.58657,121.4166,61,5
15/5/2023,14:48,2.59054,121.42392,61,5
15/5/2023,14:54,2.59451,121.43125,61,5
15/5/2023,15:00,2.59848,121.43858,61,5
15/5/2023,15:06,2.60245,121.4459,61,5
15/5/2023,15:12,2.60642,121.45323,61,5
15/5/2023,15:18,2.61039,121.46055,61,5
15/5/2023,15:24,2.61436,121.46788,61,5
15/5/2023,15:30,2.61833,121.47521,61,5
15/5/2023,15:36,2.6223,121.48253,61,5
15/5/2023,15:42,2.62627,121.48986,61,5
15/5/2023,15:48,2.63024,121.49718,61,5
15/5/2023,15:54,2.6342,121.50451,61,5
15/5/2023,16:00,2.63817,121.51183,61,5
15/5/2023,16:06,2.64214,121.51916,61,5
15/5/2023,16:12,2.64611,121.52649,61,5
15/5/2023,16:18,2.65008,121.53381,61,5
15/5/2023,16:24,2.65405,121.54114,61,5
15/5/2023,16:30,2.65802,121.54846,61,5
15/5/2023,16:36,2.66199,121.55579,61,5
15/5/2023,16:42,2.66596,121.56312,61,5
15/5/2023,16:48,2.66993,121.57044,61,5
15/5/2023,16:54,2.6739,121.57777,61,5
15/5/2023,17:00,2.67787,121.58509,61,5
15/5/2023,17:06,2.68184,121.59242,61,5
15/5/2023,17:12,2.68581,121.59975,61,5
15/5/2023,17:18,2.68978,121.60707,61,5
15/5/2023,17:24,2.69375,121.6144,61,5
15/5/2023,17:30,2.69771,121.62172,61,5
15/5/2023,17:36,2.70168,121.62905,61,5
15/5/2023,17:42,2.70565,121.63637,61,5
15/5/2023,17:48,2.70962,121.6437,61,5
15/5/2023,17:54,2.71359,121.65103,61,5
15/5/2023,18:00,2.71756,121.65835,61,5
15/5/2023,18:06,2.72153,121.66568,61,5
15/5/2023,18:12,2.7255,121.673,61,5
15/5/2023,18:18,2.72947,121.68033,61,5
15/5/2023,18:24,2.73344,121.68766,61,5
15/5/2023,18:30,2.73741,121.69498,61,5
15/5/2023,18:36,2.74138,121.70231,61,5
15/5/2023,18:42,2.74535,121.70963,61,5
15/5/2023,18:48,2.74932,121.71696,61,5
15/5/2023,18:54,2.75329,121.72429,61,5
15/5/2023,19:00,2.75726,121.73161,61,5
15/5/2023,19:06,2.76123,121.73894,61,5
15/5/2023,19:12,2.76519,121.74626,61,5
15/5/2023,19:18,2.76916,121.75359,61,5
15/5/2023,19:24,2.77313,121.76091,61,5
15/5/2023,19:30,2.7771,121.76824,61,5
15/5/2023,19:36,2.78107,121.77557,61,5
15/5/2023,19:42,2.78504,121.78289,61,5
15/5/2023,19:48,2.78901,121.79022,61,5
15/5/2023,19:54,2.79298,121.79754,61,5
15/5/2023,20:00,2.79695,121.80487,61,5
15/5/2023,20:06,2.80092,121.8122,61,5
15/5/2023,20:12,2.80489,121.81952,61,5
15/5/2023,20:18,2.80886,121.82685,61,5
15/5/2023,20:24,2.81283,121.83417,61,5
15/5/2023,20:30,2.8168,121.8415,61,5
15/5/2023,20:36,2.82077,121.84883,61,5
15/5/2023,20:42,2.82474,121.85615,61,5
15/5/2023,20:48,2.82871,121.86348,61,5
15/5/2023,20:54,2.83267,121.8708,61,5
15/5/2023,21:00,2.83664,121.87813,61,5
15/5/2023,21:06,2.84061,121.88545,61,5
15/5/2023,21:12,2.84458,121.89278,61,5
15/5/2023,21:18,2.84855,121.90011,61,5
15/5/2023,21:24,2.85252,121.90743,61,5
15/5/2023,21:30,2.85649,121.91476,61,5
15/5/2023,21:36,2.86046,121.92208,61,5
15/5/2023,21:42,2.86443,121.92941,61,5
15/5/2023,21:48,2.8684,121.93674,61,5
15/5/2023,21:54,2.87237,121.94406,61,5
15/5/2023,22:00,2.87634,121.95139,61,5
15/5/2023,22:06,2.88031,121.95871,61,5
15/5/2023,22:12,2.88428,121.96604,61,5
15/5/2023,22:18,2.88825,121.97337,61,5
15/5/2023,22:24,2.89222,121.98069,61,5
15/5/2023,22:30,2.89618,121.98802,61,5
15/5/2023,22:36,2.90015,121.99534,61,5
15/5/2023,22:42,2.90412,122.00267,61,5
15/5/2023,22:48,2.90809,122.00999,61,5
15/5/2023,22:54,2.91206,122.01732,61,5
15/5/2023,23:00,2.91603,122.02465,61,5
15/5/2023,23:06,2.92,122.03197,61,5
15/5/2023,23:12,2.92397,122.0393,61,5
15/5/2023,23:18,2.92794,122.04662,61,5
15/5/2023,23:24,2.93191,122.05395,61,5
15/5/2023,23:30,2.93588,122.06128,61,5
15/5/2023,23:36,2.93985,122.0686,61,5
15/5/2023,23:42,2.94382,122.07593,61,5
15/5/2023,23:48,2.94779,122.08325,61,5
15/5/2023,23:54,2.95176,122.09058,61,5
16/5/2023,0:00,2.95573,122.09791,61,5
16/5/2023,0:06,2.9597,122.10523,61,5
16/5/2023,0:12,2.96366,122.11256,61,5
16/5/2023,0:18,2.96763,122.11988,61,5
16/5/2023,0:24,2.9716,122.12721,61,5
16/5/2023,0:30,2.97557,122.13453,61,5
16/5/2023,0:36,2.97954,122.14186,61,5
16/5/2023,0:42,2.98351,122.14919,61,5
16/5/2023,0:48,2.98748,122.15651,61,5
16/5/2023,0:54,2.99145,122.16384,61,5
16/5/2023,1:00,2.99542,122.17116,61,5
16/5/2023,1:06,2.99939,122.17849,61,5
16/5/2023,1:12,3.00336,122.18582,61,5
16/5/2023,1:18,3.00733,122.19314,61,5
16/5/2023,1:24,3.0113,122.20047,61,5
16/5/2023,1:30,3.01527,122.20779,61,5
16/5/2023,1:36,3.01924,122.21512,61,5
16/5/2023,1:42,3.02321,122.22245,61,5
16/5/2023,1:48,3.02718,122.22977,61,5
16/5/2023,1:54,3.03114,122.2371,61,5
16/5/2023,2:00,3.03511,122.24442,61,5
16/5/2023,2:06,3.03908,122.25175,61,5
16/5/2023,2:12,3.04305,122.25907,61,5
16/5/2023,2:18,3.04702,122.2664,61,5
16/5/2023,2:24,3.05099,122.27373,61,5
16/5/2023,2:30,3.05496,122.28105,61,5
16/5/2023,2:36,3.05893,122.28838,61,5
16/5/2023,2:42,3.0629,122.2957,61,5
16/5/2023,2:48,3.06687,122.30303,61,5
16/5/2023,2:54,3.07084,122.31036,61,5
16/5/2023,3:00,3.07481,122.31768,61,5
16/5/2023,3:06,3.07878,122.32501,61,5
16/5/2023,3:12,3.08275,122.33233,61,5
16/5/2023,3:18,3.08672,122.33966,61,5
16/5/2023,3:24,3.09069,122.34699,61,5
16/5/2023,3:30,3.09465,122.35431,61,5
16/5/2023,3:36,3.09862,122.36164,61,5
16/5/2023,3:42,3.10259,122.36896,61,5
16/5/2023,3:48,3.10656,122.37629,61,5
16/5/2023,3:54,3.11053,122.38361,61,5
16/5/2023,4:00,3.1145,122.39094,61,5
16/5/2023,4:06,3.11847,122.39827,61,5
16/5/2023,4:12,3.12244,122.40559,61,5
16/5/2023,4:18,3.12641,122.41292,61,5
16/5/2023,4:24,3.13038,122.42024,61,5
16/5/2023,4:30,3.13435,122.42757,61,5
16/5/2023,4:36,3.13832,122.4349,61,5
16/5/2023,4:42,3.14229,122.44222,61,5
16/5/2023,4:48,3.14626,122.44955,61,5
16/5/2023,4:54,3.15023,122.45687,61,5
16/5/2023,5:00,3.1542,122.4642,61,5
16/5/2023,5:06,3.15817,122.47153,61,5
16/5/2023,5:12,3.16213,122.47885,61,5
16/5/2023,5:18,3.1661,122.48618,61,5
16/5/2023,5:24,3.17007,122.4935,61,5
16/5/2023,5:30,3.17404,122.50083,61,5
16/5/2023,5:36,3.17801,122.50815,61,5
16/5/2023,5:42,3.18198,122.51548,61,5
16/5/2023,5:48,3.18595,122.52281,61,5
16/5/2023,5:54,3.18992,122.53013,61,5
16/5/2023,6:00,3.19389,122.53746,61,5
16/5/2023,6:06,3.19786,122.54478,61,5
16/5/2023,6:12,3.20183,122.55211,61,5
16/5/2023,6:18,3.2058,122.55944,61,5
16/5/2023,6:24,3.20977,122.56676,61,5
16/5/2023,6:30,3.21374,122.57409,61,5
16/5/2023,6:36,3.21771,122.58141,61,5
16/5/2023,6:42,3.22168,122.58874,61,5
16/5/2023,6:48,3.22565,122.59607,61,5
16/5/2023,6:54,3.22961,122.60339,61,5
16/5/2023,7:00,3.23358,122.61072,61,5
16/5/2023,7:06,3.23755,122.61804,61,5
16/5/2023,7:12,3.24152,122.62537,61,5
16/5/2023,7:18,3.24549,122.63269,61,5
16/5/2023,7:24,3.24946,122.64002,61,5
16/5/2023,7:30,3.25343,122.64735,61,5
16/5/2023,7:36,3.2574,122.65467,61,5
16/5/2023,7:42,3.26137,122.662,61,5
16/5/2023,7:48,3.26534,122.66932,61,5
16/5/2023,7:54,3.26931,122.67665,61,5
16/5/2023,8:00,3.27328,122.68398,61,5
16/5/2023,8:06,3.27725,122.6913,61,5
16/5/2023,8:12,3.28122,122.69863,61,5
16/5/2023,8:18,3.28519,122.70595,61,5
16/5/2023,8:24,3.28916,122.71328,61,5
16/5/2023,8:30,3.29312,122.7206,61,5
16/5/2023,8:36,3.29709,122.72793,61,5
16/5/2023,8:42,3.30106,122.73526,61,5
16/5/2023,8:48,3.30503,122.74258,61,5
16/5/2023,8:54,3.309,122.74991,61,5
16/5/2023,9:00,3.31297,122.75723,61,5
16/5/2023,9:06,3.31694,122.76456,61,5
16/5/2023,9:12,3.32091,122.77189,61,5
16/5/2023,9:18,3.32488,122.77921,61,5
16/5/2023,9:24,3.32885,122.78654,61,5
16/5/2023,9:30,3.33282,122.79386,61,5
16/5/2023,9:36,3.33679,122.80119,61,5
16/5/2023,9:42,3.34076,122.80852,61,5
16/5/2023,9:48,3.34473,122.81584,61,5
16/5/2023,9:54,3.3487,122.82317,61,5
16/5/2023,10:00,3.35267,122.83049,61,5
16/5/2023,10:06,3.35664,122.83782,61,5
16/5/2023,10:12,3.3606,122.84514,61,5
16/5/2023,10:18,3.36457,122.85247,61,5
16/5/2023,10:24,3.36854,122.8598,61,5
16/5/2023,10:30,3.37251,122.86712,61,5
16/5/2023,10:36,3.37648,122.87445,61,5
16/5/2023,10:42,3.38045,122.88177,61,5
16/5/2023,10:48,3.38442,122.8891,61,5
16/5/2023,10:54,3.38839,122.89643,61,5
16/5/2023,11:00,3.39236,122.90375,61,5
16/5/2023,11:06,3.39633,122.91108,61,5
16/5/2023,11:12,3.4003,122.9184,61,5
16/5/2023,11:18,3.40427,122.92573,61,5
16/5/2023,11:24,3.40824,122.93306,61,5
16/5/2023,11:30,3.41221,122.94038,61,5
16/5/2023,11:36,3.41618,122.94771,61,5
16/5/2023,11:42,3.42015,122.95503,61,5
16/5/2023,11:48,3.42412,122.96236,61,5
16/5/2023,11:54,3.42808,122.96968,61,5
16/5/2023,12:00,3.43205,122.97701,61,5
16/5/2023,12:06,3.43602,122.98434,61,5
16/5/2023,12:12,3.43999,122.99166,61,5
16/5/2023,12:18,3.44396,122.99899,61,5
16/5/2023,12:24,3.44793,123.00631,61,5
16/5/2023,12:30,3.4519,123.01364,61,5
16/5/2023,12:36,3.45587,123.02097,61,5
16/5/2023,12:42,3.45984,123.02829,61,5
16/5/2023,12:48,3.46381,123.03562,61,5
16/5/2023,12:54,3.46778,123.04294,61,5
16/5/2023,13:00,3.47175,123.05027,61,5
16/5/2023,13:06,3.47572,123.0576,61,5
16/5/2023,13:12,3.47969,123.06492,61,5
16/5/2023,13:18,3.48366,123.07225,61,5
16/5/2023,13:24,3.48763,123.07957,61,5
16/5/2023,13:30,3.49159,123.0869,61,5
16/5/2023,13:36,3.49556,123.09422,61,5
16/5/2023,13:42,3.49953,123.10155,61,5
16/5/2023,13:48,3.5035,123.10888,61,5
16/5/2023,13:54,3.50747,123.1162,61,5
16/5/2023,14:00,3.51144,123.12353,61,5
16/5/2023,14:06,3.51541,123.13085,61,5
16/5/2023,14:12,3.51938,123.13818,61,5
16/5/2023,14:18,3.52335,123.14551,61,5
16/5/2023,14:24,3.52732,123.15283,61,5
16/5/2023,14:30,3.53129,123.16016,61,5
16/5/2023,14:36,3.53526,123.16748,61,5
16/5/2023,14:42,3.53923,123.17481,61,5
16/5/2023,14:48,3.5432,123.18214,61,5
16/5/2023,14:54,3.54717,123.18946,61,5
16/5/2023,15:00,3.55114,123.19679,61,5
16/5/2023,15:06,3.55511,123.20411,61,5
16/5/2023,15:12,3.55907,123.21144,61,5
16/5/2023,15:18,3.56304,123.21876,61,5
16/5/2023,15:24,3.56701,123.22609,61,5
16/5/2023,15:30,3.57098,123.23342,61,5
16/5/2023,15:36,3.57495,123.24074,61,5
16/5/2023,15:42,3.57892,123.24807,61,5
16/5/2023,15:48,3.58289,123.25539,61,5
16/5/2023,15:54,3.58686,123.26272,61,5
16/5/2023,16:00,3.59083,123.27005,61,5
16/5/2023,16:06,3.5948,123.27737,61,5
16/5/2023,16:12,3.59877,123.2847,61,5
16/5/2023,16:18,3.60274,123.29202,61,5
16/5/2023,16:24,3.60671,123.29935,61,5
16/5/2023,16:30,3.61068,123.30668,61,5
16/5/2023,16:36,3.61465,123.314,61,5
16/5/2023,16:42,3.61862,123.32133,61,5
16/5/2023,16:48,3.62259,123.32865,61,5
16/5/2023,16:54,3.62655,123.33598,61,5
16/5/2023,17:00,3.63052,123.3433,61,5
16/5/2023,17:06,3.63449,123.35063,61,5
16/5/2023,17:12,3.63846,123.35796,61,5
16/5/2023,17:18,3.64243,123.36528,61,5
16/5/2023,17:24,3.6464,123.37261,61,5
16/5/2023,17:30,3.65037,123.37993,61,5
16/5/2023,17:36,3.65434,123.38726,61,5
16/5/2023,17:42,3.65831,123.39459,61,5
16/5/2023,17:48,3.66228,123.40191,61,5
16/5/2023,17:54,3.66625,123.40924,61,5
16/5/2023,18:00,3.67022,123.41656,61,5
16/5/2023,18:06,3.67419,123.42389,61,5
16/5/2023,18:12,3.67816,123.43122,61,5
16/5/2023,18:18,3.68213,123.43854,61,5
16/5/2023,18:24,3.6861,123.44587,61,5
16/5/2023,18:30,3.69006,123.45319,61,5
16/5/2023,18:36,3.69403,123.46052,61,5
16/5/2023,18:42,3.698,123.46784,61,5
16/5/2023,18:48,3.70197,123.47517,61,5
16/5/2023,18:54,3.70594,123.4825,61,5
16/5/2023,19:00,3.70991,123.48982,61,5
16/5/2023,19:06,3.71388,123.49715,61,5
16/5/2023,19:12,3.71785,123.50447,61,5
16/5/2023,19:18,3.72182,123.5118,61,5
16/5/2023,19:24,3.72579,123.51913,61,5
16/5/2023,19:30,3.72976,123.52645,61,5
16/5/2023,19:36,3.73373,123.53378,61,5
16/5/2023,19:42,3.7377,123.5411,61,5
16/5/2023,19:48,3.74167,123.54843,61,5
16/5/2023,19:54,3.74564,123.55576,61,5
16/5/2023,20:00,3.74961,123.56308,61,5
16/5/2023,20:06,3.75358,123.57041,61,5
16/5/2023,20:12,3.75754,123.57773,61,5
16/5/2023,20:18,3.76151,123.58506,61,5
16/5/2023,20:24,3.76548,123.59238,61,5
16/5/2023,20:30,3.76945,123.59971,61,5
16/5/2023,20:36,3.77342,123.60704,61,5
16/5/2023,20:42,3.77739,123.61436,61,5
16/5/2023,20:48,3.78136,123.62169,61,5
16/5/2023,20:54,3.78533,123.62901,61,5
16/5/2023,21:00,3.7893,123.63634,61,5
16/5/2023,21:06,3.79327,123.64367,61,5
16/5/2023,21:12,3.79724,123.65099,61,5
16/5/2023,21:18,3.80121,123.65832,61,5
16/5/2023,21:24,3.80518,123.66564,61,5
16/5/2023,21:30,3.80915,123.67297,61,5
16/5/2023,21:36,3.81312,123.6803,61,5
16/5/2023,21:42,3.81709,123.68762,61,5
16/5/2023,21:48,3.82106,123.69495,61,5
16/5/2023,21:54,3.82502,123.70227,61,5
16/5/2023,22:00,3.82899,123.7096,61,5
16/5/2023,22:06,3.83296,123.71692,61,5
16/5/2023,22:12,3.83693,123.72425,61,5
16/5/2023,22:18,3.8409,123.73158,61,5
16/5/2023,22:24,3.84487,123.7389,61,5
16/5/2023,22:30,3.84884,123.74623,61,5
16/5/2023,22:36,3.85281,123.75355,61,5
16/5/2023,22:42,3.85678,123.76088,61,5
16/5/2023,22:48,3.86075,123.76821,61,5
16/5/2023,22:54,3.86472,123.77553,61,5
16/5/2023,23:00,3.86869,123.78286,61,5
16/5/2023,23:06,3.87266,123.79018,61,5
16/5/2023,23:12,3.87663,123.79751,61,5
16/5/2023,23:18,3.8806,123.80484,61,5
16/5/2023,23:24,3.88457,123.81216,61,5
16/5/2023,23:30,3.88853,123.81949,61,5
16/5/2023,23:36,3.8925,123.82681,61,5
16/5/2023,23:42,3.89647,123.83414,61,5
16/5/2023,23:48,3.90044,123.84146,61,5
16/5/2023,23:54,3.90441,123.84879,61,5
17/5/2023,0:00,3.90838,123.85612,61,5
17/5/2023,0:06,3.91235,123.86344,61,5
17/5/2023,0:12,3.91632,123.87077,61,5
17/5/2023,0:18,3.92029,123.87809,61,5
17/5/2023,0:24,3.92426,123.88542,61,5
17/5/2023,0:30,3.92823,123.89275,61,5
17/5/2023,0:36,3.9322,123.90007,61,5
17/5/2023,0:42,3.93617,123.9074,61,5
17/5/2023,0:48,3.94014,123.91472,61,5
17/5/2023,0:54,3.94411,123.92205,61,5
17/5/2023,1:00,3.94808,123.92938,61,5
17/5/2023,1:06,3.95205,123.9367,61,5
17/5/2023,1:12,3.95601,123.94403,61,5
17/5/2023,1:18,3.95998,123.95135,61,5
17/5/2023,1:24,3.96395,123.95868,61,5
17/5/2023,1:30,3.96792,123.966,61,5
17/5/2023,1:36,3.97189,123.97333,61,5
17/5/2023,1:42,3.97586,123.98066,61,5
17/5/2023,1:48,3.97983,123.98798,61,5
17/5/2023,1:54,3.9838,123.99531,61,5
17/5/2023,2:00,3.98777,124.00263,61,5
17/5/2023,2:06,3.99174,124.00996,61,5
17/5/2023,2:12,3.99571,124.01729,61,5
17/5/2023,2:18,3.99968,124.02461,61,5
17/5/2023,2:24,4.00365,124.03194,61,5
17/5/2023,2:30,4.00762,124.03926,61,5
