No,Tanggal,Pukul,Jarak(m),Delhead,delV,Vw,s(JarakPandang) 
41,14/5/2023,23:00,147.0482003,1,6.1,,
42,14/5/2023,23:06,145.3464553,1,6.1,,
43,14/5/2023,23:12,143.6578955,1,6.1,,
44,14/5/2023,23:18,141.9824697,1,6.1,,
45,14/5/2023,23:24,140.3201267,1,6.1,,
46,14/5/2023,23:30,138.6708151,1,6.1,,
47,14/5/2023,23:36,137.0344838,1,6.1,,
48,14/5/2023,23:42,135.4110814,1,6.1,,
49,14/5/2023,23:48,133.8005566,1,6.1,,
50,14/5/2023,23:54,132.2028583,1,6.1,,
51,15/5/2023,0:00,130.6179352,1,6.1,,
52,15/5/2023,0:06,129.0457359,1,6.1,,
53,15/5/2023,0:12,127.4862092,1,6.1,,
54,15/5/2023,0:18,125.9393038,1,6.1,,
55,15/5/2023,0:24,124.4049685,1,6.1,,
56,15/5/2023,0:30,122.8831519,1,6.1,,
57,15/5/2023,0:36,121.3738028,1,6.1,,
58,15/5/2023,0:42,119.87687,1,6.1,,
59,15/5/2023,0:48,118.392302,1,6.1,,
60,15/5/2023,0:54,116.9200477,1,6.1,,
61,15/5/2023,1:00,115.4600557,1,6.1,,
62,15/5/2023,1:06,114.0122749,1,6.1,,
63,15/5/2023,1:12,112.5766537,1,6.1,,
64,15/5/2023,1:18,111.1531411,1,6.1,,
65,15/5/2023,1:24,109.7416857,1,6.1,,
66,15/5/2023,1:30,108.3422361,1,6.1,,
67,15/5/2023,1:36,106.9547412,1,6.1,,
68,15/5/2023,1:42,105.5791495,1,6.1,,
69,15/5/2023,1:48,104.2154099,1,6.1,,
70,15/5/2023,1:54,102.863471,1,6.1,,
71,15/5/2023,2:00,101.5232815,1,6.1,,
72,15/5/2023,2:06,100.1947901,1,6.1,,
73,15/5/2023,2:12,98.87794552,1,6.1,,
74,15/5/2023,2:18,97.57269645,1,6.1,,
75,15/5/2023,2:24,96.27899157,1,6.1,,
76,15/5/2023,2:30,94.99677958,1,6.1,,
77,15/5/2023,2:36,93.72600919,1,6.1,,
78,15/5/2023,2:42,92.46662907,1,6.1,,
79,15/5/2023,2:48,91.21858792,1,6.1,,
80,15/5/2023,2:54,89.98183442,1,6.1,,
81,15/5/2023,3:00,88.75631728,1,6.1,,
82,15/5/2023,3:06,87.54198517,1,6.1,,
83,15/5/2023,3:12,86.33878679,1,6.1,,
84,15/5/2023,3:18,85.14667081,1,6.1,,
85,15/5/2023,3:24,83.96558593,1,6.1,,
86,15/5/2023,3:30,82.79548082,1,6.1,,
87,15/5/2023,3:36,81.63630417,1,6.1,,
88,15/5/2023,3:42,80.48800467,1,6.1,,
89,15/5/2023,3:48,79.35053099,1,6.1,,
90,15/5/2023,3:54,78.22383182,1,6.1,,
91,15/5/2023,4:00,77.10785583,1,6.1,,
92,15/5/2023,4:06,76.0025517,1,6.1,,
93,15/5/2023,4:12,74.90786812,1,6.1,,
94,15/5/2023,4:18,73.82375376,1,6.1,,
95,15/5/2023,4:24,72.75015729,1,6.1,,
96,15/5/2023,4:30,71.6870274,1,6.1,,
97,15/5/2023,4:36,70.63431275,1,6.1,,
98,15/5/2023,4:42,69.59196203,1,6.1,,
99,15/5/2023,4:48,68.55992392,1,6.1,,
100,15/5/2023,4:54,67.53814707,1,6.1,,
101,15/5/2023,5:00,66.52658017,1,6.1,,
102,15/5/2023,5:06,65.52517189,1,6.1,,
103,15/5/2023,5:12,64.5338709,1,6.1,,
104,15/5/2023,5:18,63.55262588,1,6.1,,
105,15/5/2023,5:24,62.58138549,1,6.1,,
106,15/5/2023,5:30,61.62009841,1,6.1,,
107,15/5/2023,5:36,60.6687133,1,6.1,,
108,15/5/2023,5:42,59.72717885,1,6.1,,
109,15/5/2023,5:48,58.79544371,1,6.1,,
110,15/5/2023,5:54,57.87345656,1,6.1,,
111,15/5/2023,6:00,56.96116607,1,6.1,,
112,15/5/2023,6:06,56.05852091,1,6.1,,
113,15/5/2023,6:12,55.16546974,1,6.1,,
114,15/5/2023,6:18,54.28196124,1,6.1,,
115,15/5/2023,6:24,53.40794407,1,6.1,,
116,15/5/2023,6:30,52.5433669,1,6.1,,
117,15/5/2023,6:36,51.6881784,1,6.1,,
118,15/5/2023,6:42,50.84232724,1,6.1,,
119,15/5/2023,6:48,50.00576209,1,6.1,,
120,15/5/2023,6:54,49.17843161,1,6.1,,
121,15/5/2023,7:00,48.36028448,1,6.1,,
122,15/5/2023,7:06,47.55126935,1,6.1,,
123,15/5/2023,7:12,46.7513349,1,6.1,,
124,15/5/2023,7:18,45.9604298,1,6.1,,
125,15/5/2023,7:24,45.17850272,1,6.1,,
126,15/5/2023,7:30,44.40550232,1,6.1,,
127,15/5/2023,7:36,43.64137727,1,6.1,,
128,15/5/2023,7:42,42.88607623,1,6.1,,
129,15/5/2023,7:48,42.13954789,1,6.1,,
130,15/5/2023,7:54,41.4017409,1,6.1,,
131,15/5/2023,8:00,40.67260394,1,6.1,,
132,15/5/2023,8:06,39.95208567,1,6.1,,
133,15/5/2023,8:12,39.24013477,1,6.1,,
134,15/5/2023,8:18,38.5366999,1,6.1,,
135,15/5/2023,8:24,37.84172973,1,6.1,,
136,15/5/2023,8:30,37.15517294,1,6.1,,
137,15/5/2023,8:36,36.47697819,1,6.1,,
138,15/5/2023,8:42,35.80709416,1,6.1,,
139,15/5/2023,8:48,35.14546951,1,6.1,,
140,15/5/2023,8:54,34.49205292,1,6.1,,
141,15/5/2023,9:00,33.84679307,1,6.1,,
142,15/5/2023,9:06,33.20963861,1,6.1,,
143,15/5/2023,9:12,32.58053823,1,6.1,,
144,15/5/2023,9:18,31.95944061,1,6.1,,
145,15/5/2023,9:24,31.34629441,1,6.1,,
146,15/5/2023,9:30,30.7410483,1,6.1,,
147,15/5/2023,9:36,30.14365098,1,6.1,,
148,15/5/2023,9:42,29.5540511,1,6.1,,
149,15/5/2023,9:48,28.97219735,1,6.1,,
150,15/5/2023,9:54,28.39803841,1,6.1,,
151,15/5/2023,10:00,27.83152295,1,6.1,,
152,15/5/2023,10:06,27.27259965,1,6.1,,
153,15/5/2023,10:12,26.72121719,1,6.1,,
154,15/5/2023,10:18,26.17732425,1,6.1,,
155,15/5/2023,10:24,25.64086951,1,6.1,,
156,15/5/2023,10:30,25.11180166,1,6.1,,
157,15/5/2023,10:36,24.59006938,1,6.1,,
158,15/5/2023,10:42,24.07562134,1,6.1,,
159,15/5/2023,10:48,23.56840624,1,6.1,,
160,15/5/2023,10:54,23.06837276,1,6.1,,
161,15/5/2023,11:00,22.57546959,1,6.1,,
162,15/5/2023,11:06,22.08964541,1,6.1,,
163,15/5/2023,11:12,21.61084891,1,6.1,,
164,15/5/2023,11:18,21.13902878,1,6.1,,
165,15/5/2023,11:24,20.67413371,1,6.1,,
166,15/5/2023,11:30,20.2161124,1,6.1,,
167,15/5/2023,11:36,19.76491353,1,6.1,,
168,15/5/2023,11:42,19.32048579,1,6.1,,
169,15/5/2023,11:48,18.88277789,1,6.1,,
170,15/5/2023,11:54,18.45173852,1,6.1,,
171,15/5/2023,12:00,18.02731637,1,6.1,,
172,15/5/2023,12:06,17.60946014,1,6.1,,
173,15/5/2023,12:12,17.19811854,1,6.1,,
174,15/5/2023,12:18,16.79324026,1,6.1,,
175,15/5/2023,12:24,16.394774,1,6.1,,
176,15/5/2023,12:30,16.00266847,1,6.1,,
177,15/5/2023,12:36,15.61687237,1,6.1,,
178,15/5/2023,12:42,15.23733442,1,6.1,,
179,15/5/2023,12:48,14.8640033,1,6.1,,
180,15/5/2023,12:54,14.49682774,1,6.1,,
181,15/5/2023,13:00,14.13575644,1,6.1,,
182,15/5/2023,13:06,13.78073812,1,6.1,,
183,15/5/2023,13:12,13.43172148,1,6.1,,
184,15/5/2023,13:18,13.08865525,1,6.1,,
185,15/5/2023,13:24,12.75148813,1,6.1,,
186,15/5/2023,13:30,12.42016885,1,6.1,,
187,15/5/2023,13:36,12.09464612,1,6.1,,
188,15/5/2023,13:42,11.77486867,1,6.1,,
189,15/5/2023,13:48,11.46078521,1,6.1,,
190,15/5/2023,13:54,11.15234447,1,6.1,,
191,15/5/2023,14:00,10.84949518,1,6.1,,
192,15/5/2023,14:06,10.55218607,1,6.1,,
193,15/5/2023,14:12,10.26036585,1,6.1,,
194,15/5/2023,14:18,9.973983269,1,6.1,,
195,15/5/2023,14:24,9.692987051,1,6.1,,
196,15/5/2023,14:30,9.417325931,1,6.1,,
197,15/5/2023,14:36,9.146948647,1,6.1,,
198,15/5/2023,14:42,8.881803935,1,6.1,,
199,15/5/2023,14:48,8.621840536,1,6.1,,
200,15/5/2023,14:54,8.36700719,1,6.1,,
201,15/5/2023,15:00,8.117252641,1,6.1,,
202,15/5/2023,15:06,7.872525634,1,6.1,,
203,15/5/2023,15:12,7.632774917,1,6.1,,
204,15/5/2023,15:18,7.397949239,1,6.1,,
205,15/5/2023,15:24,7.167997351,1,6.1,,
206,15/5/2023,15:30,6.942868006,1,6.1,,
207,15/5/2023,15:36,6.72250996,1,6.1,,
208,15/5/2023,15:42,6.50687197,1,6.1,,
209,15/5/2023,15:48,6.295902796,1,6.1,,
210,15/5/2023,15:54,6.089551199,1,6.1,,
211,15/5/2023,16:00,5.887765943,1,6.1,,
212,15/5/2023,16:06,5.690495794,1,6.1,,
213,15/5/2023,16:12,5.497689521,1,6.1,,
214,15/5/2023,16:18,5.309295892,1,6.1,,
215,15/5/2023,16:24,5.125263682,1,6.1,,
216,15/5/2023,16:30,4.945541665,1,6.1,,
217,15/5/2023,16:36,4.770078618,1,6.1,,
218,15/5/2023,16:42,4.598823321,1,6.1,,
219,15/5/2023,16:48,4.431724555,1,6.1,,
220,15/5/2023,16:54,4.268731105,1,6.1,,
221,15/5/2023,17:00,4.109791757,1,6.1,,
222,15/5/2023,17:06,3.954855301,1,6.1,,
223,15/5/2023,17:12,3.803870528,1,6.1,,
224,15/5/2023,17:18,3.656786232,1,6.1,,
225,15/5/2023,17:24,3.513551209,1,6.1,,
226,15/5/2023,17:30,3.374114258,1,6.1,,
227,15/5/2023,17:36,3.238424181,1,6.1,,
228,15/5/2023,17:42,3.106429782,1,6.1,,
229,15/5/2023,17:48,2.978079867,1,6.1,,
230,15/5/2023,17:54,2.853323246,1,6.1,,
231,15/5/2023,18:00,2.732108731,1,6.1,,
232,15/5/2023,18:06,2.614385137,1,6.1,,
233,15/5/2023,18:12,2.50010128,1,6.1,,
234,15/5/2023,18:18,2.38920598,1,6.1,,
235,15/5/2023,18:24,2.281648061,1,6.1,,
236,15/5/2023,18:30,2.177376349,1,6.1,,
237,15/5/2023,18:36,2.07633967,1,6.1,,
238,15/5/2023,18:42,1.978486858,1,6.1,,
239,15/5/2023,18:48,1.883766744,1,6.1,,
240,15/5/2023,18:54,1.792128168,1,6.1,,
241,15/5/2023,19:00,1.703519967,1,6.1,,
242,15/5/2023,19:06,1.617890986,1,6.1,,
243,15/5/2023,19:12,1.535190069,1,6.1,,
244,15/5/2023,19:18,1.455366066,1,6.1,,
245,15/5/2023,19:24,1.378367829,1,6.1,,
246,15/5/2023,19:30,1.304144211,1,6.1,,
247,15/5/2023,19:36,1.232644071,1,6.1,,
248,15/5/2023,19:42,1.16381627,1,6.1,,
249,15/5/2023,19:48,1.097609671,1,6.1,,
250,15/5/2023,19:54,1.033973143,1,6.1,,
251,15/5/2023,20:00,0.972855556,1,6.1,,
252,15/5/2023,20:06,0.914205783,1,6.1,,
253,15/5/2023,20:12,0.857972701,1,6.1,,
254,15/5/2023,20:18,0.804105191,1,6.1,,
255,15/5/2023,20:24,0.752552136,1,6.1,,
256,15/5/2023,20:30,0.703262423,1,6.1,,
257,15/5/2023,20:36,0.656184943,1,6.1,,
258,15/5/2023,20:42,0.611268589,1,6.1,,
259,15/5/2023,20:48,0.56846226,1,6.1,,
260,15/5/2023,20:54,0.527714855,1,6.1,,
261,15/5/2023,21:00,0.48897528,1,6.1,,
262,15/5/2023,21:06,0.452192444,1,6.1,,
263,15/5/2023,21:12,0.417315257,1,6.1,,
264,15/5/2023,21:18,0.384292636,1,6.1,,
265,15/5/2023,21:24,0.353073501,1,6.1,,
266,15/5/2023,21:30,0.323606775,1,6.1,,
267,15/5/2023,21:36,0.295841387,1,6.1,,
268,15/5/2023,21:42,0.269726268,1,6.1,,
269,15/5/2023,21:48,0.245210355,1,6.1,,
270,15/5/2023,21:54,0.222242589,1,6.1,,
271,15/5/2023,22:00,0.200771916,1,6.1,,
272,15/5/2023,22:06,0.180747287,1,6.1,,
273,15/5/2023,22:12,0.162117656,1,6.1,,
274,15/5/2023,22:18,0.144831986,1,6.1,,
275,15/5/2023,22:24,0.128839243,1,6.1,,
276,15/5/2023,22:30,0.114088402,1,6.1,,
277,15/5/2023,22:36,0.100528442,1,6.1,,
278,15/5/2023,22:42,0.088108353,1,6.1,,
279,15/5/2023,22:48,0.076777131,1,6.1,,
280,15/5/2023,22:54,0.066483783,1,6.1,,
281,15/5/2023,23:00,0.057177327,1,6.1,,
282,15/5/2023,23:06,0.048806797,1,6.1,,
283,15/5/2023,23:12,0.041321241,1,6.1,,
284,15/5/2023,23:18,0.034669727,1,6.1,,
285,15/5/2023,23:24,0.028801351,1,6.1,,
286,15/5/2023,23:30,0.023665241,1,6.1,,
287,15/5/2023,23:36,0.019210569,1,6.1,,
288,15/5/2023,23:42,0.015386566,1,6.1,,
289,15/5/2023,23:48,0.012142547,1,6.1,,
290,15/5/2023,23:54,0.009427944,1,6.1,,
291,16/5/2023,0:00,0.007192365,1,6.1,,
292,16/5/2023,0:06,0.005385682,1,6.1,,
293,16/5/2023,0:12,0.003958184,1,6.1,,
294,16/5/2023,0:18,0.002860834,1,6.1,,
295,16/5/2023,0:24,0.002045725,1,6.1,,
296,16/5/2023,0:30,0.00146689,1,6.1,,
297,16/5/2023,0:36,0.001081743,1,6.1,,
298,16/5/2023,0:42,0.000853516,1,6.1,,
299,16/5/2023,0:48,0.000754861,1,6.1,,
300,16/5/2023,0:54,0.000771993,1,6.1,,
301,16/5/2023,1:00,0.000907404,1,6.1,,
302,16/5/2023,1:06,0.001179337,1,6.1,,
303,16/5/2023,1:12,0.001618386,1,6.1,,
304,16/5/2023,1:18,0.002263367,1,6.1,,
305,16/5/2023,1:24,0.003158047,1,6.1,,
306,16/5/2023,1:30,0.004349048,1,6.1,,
307,16/5/2023,1:36,0.005884629,1,6.1,,
308,16/5/2023,1:42,0.007814003,1,6.1,,
309,16/5/2023,1:48,0.010186958,1,6.1,,
310,16/5/2023,1:54,0.013053633,1,6.1,,
311,16/5/2023,2:00,0.016464395,1,6.1,,
312,16/5/2023,2:06,0.020469752,1,6.1,,
313,16/5/2023,2:12,0.025120316,1,6.1,,
314,16/5/2023,2:18,0.030466759,1,6.1,,
315,16/5/2023,2:24,0.036559802,1,6.1,,
316,16/5/2023,2:30,0.043450198,1,6.1,,
317,16/5/2023,2:36,0.051188719,1,6.1,,
318,16/5/2023,2:42,0.059826155,1,6.1,,
319,16/5/2023,2:48,0.069413306,1,6.1,,
320,16/5/2023,2:54,0.080000977,1,6.1,,
321,16/5/2023,3:00,0.091639981,1,6.1,,
322,16/5/2023,3:06,0.10438113,1,6.1,,
323,16/5/2023,3:12,0.118275238,1,6.1,,
324,16/5/2023,3:18,0.133373119,1,6.1,,
325,16/5/2023,3:24,0.149725587,1,6.1,,
326,16/5/2023,3:30,0.16738345,1,6.1,,
327,16/5/2023,3:36,0.186397519,1,6.1,,
328,16/5/2023,3:42,0.206818599,1,6.1,,
329,16/5/2023,3:48,0.228697491,1,6.1,,
330,16/5/2023,3:54,0.252084996,1,6.1,,
331,16/5/2023,4:00,0.277031907,1,6.1,,
332,16/5/2023,4:06,0.303589016,1,6.1,,
333,16/5/2023,4:12,0.33180711,1,6.1,,
334,16/5/2023,4:18,0.36173697,1,6.1,,
335,16/5/2023,4:24,0.393429376,1,6.1,,
336,16/5/2023,4:30,0.4269351,1,6.1,,
337,16/5/2023,4:36,0.462304912,1,6.1,,
338,16/5/2023,4:42,0.499589575,1,6.1,,
339,16/5/2023,4:48,0.538839848,1,6.1,,
340,16/5/2023,4:54,0.580106486,1,6.1,,
341,16/5/2023,5:00,0.623440238,1,6.1,,
342,16/5/2023,5:06,0.668891848,1,6.1,,
343,16/5/2023,5:12,0.716512055,1,6.1,,
344,16/5/2023,5:18,0.766351594,1,6.1,,
345,16/5/2023,5:24,0.818461192,1,6.1,,
346,16/5/2023,5:30,0.872891575,1,6.1,,
347,16/5/2023,5:36,0.929693459,1,6.1,,
348,16/5/2023,5:42,0.988917558,1,6.1,,
349,16/5/2023,5:48,1.050614581,1,6.1,,
350,16/5/2023,5:54,1.114835227,1,6.1,,
351,16/5/2023,6:00,1.181630196,1,6.1,,
352,16/5/2023,6:06,1.251050178,1,6.1,,
353,16/5/2023,6:12,1.323145859,1,6.1,,
354,16/5/2023,6:18,1.39796792,1,6.1,,
355,16/5/2023,6:24,1.475567035,1,6.1,,
356,16/5/2023,6:30,1.555993874,1,6.1,,
357,16/5/2023,6:36,1.6392991,1,6.1,,
358,16/5/2023,6:42,1.725533371,1,6.1,,
359,16/5/2023,6:48,1.814747341,1,6.1,,
360,16/5/2023,6:54,1.906991655,1,6.1,,
361,16/5/2023,7:00,2.002316955,1,6.1,,
362,16/5/2023,7:06,2.100773876,1,6.1,,
363,16/5/2023,7:12,2.202413047,1,6.1,,
364,16/5/2023,7:18,2.307285093,1,6.1,,
365,16/5/2023,7:24,2.41544063,1,6.1,,
366,16/5/2023,7:30,2.526930272,1,6.1,,
367,16/5/2023,7:36,2.641804624,1,6.1,,
368,16/5/2023,7:42,2.760114287,1,6.1,,
369,16/5/2023,7:48,2.881909854,1,6.1,,
370,16/5/2023,7:54,3.007241915,1,6.1,,
371,16/5/2023,8:00,3.136161052,1,6.1,,
372,16/5/2023,8:06,3.268717842,1,6.1,,
373,16/5/2023,8:12,3.404962853,1,6.1,,
374,16/5/2023,8:18,3.544946653,1,6.1,,
375,16/5/2023,8:24,3.688719797,1,6.1,,
376,16/5/2023,8:30,3.836332839,1,6.1,,
377,16/5/2023,8:36,3.987836325,1,6.1,,
378,16/5/2023,8:42,4.143280795,1,6.1,,
379,16/5/2023,8:48,4.302716782,1,6.1,,
380,16/5/2023,8:54,4.466194814,1,6.1,,
381,16/5/2023,9:00,4.633765413,1,6.1,,
382,16/5/2023,9:06,4.805479093,1,6.1,,
383,16/5/2023,9:12,4.981386364,1,6.1,,
384,16/5/2023,9:18,5.161537727,1,6.1,,
385,16/5/2023,9:24,5.34598368,1,6.1,,
386,16/5/2023,9:30,5.534774712,1,6.1,,
387,16/5/2023,9:36,5.727961307,1,6.1,,
388,16/5/2023,9:42,5.925593942,1,6.1,,
389,16/5/2023,9:48,6.127723088,1,6.1,,
390,16/5/2023,9:54,6.334399208,1,6.1,,
391,16/5/2023,10:00,6.545672762,1,6.1,,
392,16/5/2023,10:06,6.761594199,1,6.1,,
393,16/5/2023,10:12,6.982213966,1,6.1,,
394,16/5/2023,10:18,7.2075825,1,6.1,,
395,16/5/2023,10:24,7.437750234,1,6.1,,
396,16/5/2023,10:30,7.672767592,1,6.1,,
397,16/5/2023,10:36,7.912684992,1,6.1,,
398,16/5/2023,10:42,8.157552848,1,6.1,,
399,16/5/2023,10:48,8.407421565,1,6.1,,
400,16/5/2023,10:54,8.66234154,1,6.1,,
401,16/5/2023,11:00,8.922363166,1,6.1,,
402,16/5/2023,11:06,9.187536828,1,6.1,,
403,16/5/2023,11:12,9.457912905,1,6.1,,
404,16/5/2023,11:18,9.733541768,1,6.1,,
405,16/5/2023,11:24,10.01447378,1,6.1,,
406,16/5/2023,11:30,10.30075931,1,6.1,,
407,16/5/2023,11:36,10.59244869,1,6.1,,
408,16/5/2023,11:42,10.88959228,1,6.1,,
409,16/5/2023,11:48,11.19224041,1,6.1,,
410,16/5/2023,11:54,11.50044342,1,6.1,,
411,16/5/2023,12:00,11.81425162,1,6.1,,
412,16/5/2023,12:06,12.13371533,1,6.1,,
413,16/5/2023,12:12,12.45888487,1,6.1,,
414,16/5/2023,12:18,12.78981054,1,6.1,,
415,16/5/2023,12:24,13.12654262,1,6.1,,
416,16/5/2023,12:30,13.46913142,1,6.1,,
417,16/5/2023,12:36,13.81762721,1,6.1,,
418,16/5/2023,12:42,14.17208026,1,6.1,,
419,16/5/2023,12:48,14.53254085,1,6.1,,
420,16/5/2023,12:54,14.89905923,1,6.1,,
421,16/5/2023,13:00,15.27168566,1,6.1,,
422,16/5/2023,13:06,15.65047038,1,6.1,,
423,16/5/2023,13:12,16.03546363,1,6.1,,
424,16/5/2023,13:18,16.42671564,1,6.1,,
425,16/5/2023,13:24,16.82427664,1,6.1,,
426,16/5/2023,13:30,17.22819684,1,6.1,,
427,16/5/2023,13:36,17.63852646,1,6.1,,
428,16/5/2023,13:42,18.05531569,1,6.1,,
429,16/5/2023,13:48,18.47861473,1,6.1,,
430,16/5/2023,13:54,18.90847376,1,6.1,,
431,16/5/2023,14:00,19.34494298,1,6.1,,
432,16/5/2023,14:06,19.78807254,1,6.1,,
433,16/5/2023,14:12,20.23791262,1,6.1,,
434,16/5/2023,14:18,20.69451337,1,6.1,,
435,16/5/2023,14:24,21.15792494,1,6.1,,
436,16/5/2023,14:30,21.62819747,1,6.1,,
437,16/5/2023,14:36,22.10538111,1,6.1,,
438,16/5/2023,14:42,22.58952597,1,6.1,,
439,16/5/2023,14:48,23.08068218,1,6.1,,
440,16/5/2023,14:54,23.57889985,1,6.1,,
441,16/5/2023,15:00,24.08422908,1,6.1,,
442,16/5/2023,15:06,24.59671998,1,6.1,,
443,16/5/2023,15:12,25.11642262,1,6.1,,
444,16/5/2023,15:18,25.64338709,1,6.1,,
445,16/5/2023,15:24,26.17766347,1,6.1,,
446,16/5/2023,15:30,26.71930182,1,6.1,,
447,16/5/2023,15:36,27.26835221,1,6.1,,
448,16/5/2023,15:42,27.82486467,1,6.1,,
449,16/5/2023,15:48,28.38888925,1,6.1,,
450,16/5/2023,15:54,28.96047599,1,6.1,,
451,16/5/2023,16:00,29.53967491,1,6.1,,
452,16/5/2023,16:06,30.12653604,1,6.1,,
453,16/5/2023,16:12,30.72110938,1,6.1,,
454,16/5/2023,16:18,31.32344494,1,6.1,,
455,16/5/2023,16:24,31.93359271,1,6.1,,
456,16/5/2023,16:30,32.55160268,1,6.1,,
457,16/5/2023,16:36,33.17752482,1,6.1,,
458,16/5/2023,16:42,33.81140912,1,6.1,,
459,16/5/2023,16:48,34.45330553,1,6.1,,
460,16/5/2023,16:54,35.103264,1,6.1,,
461,16/5/2023,17:00,35.76133449,1,6.1,,
462,16/5/2023,17:06,36.42756694,1,6.1,,
463,16/5/2023,17:12,37.10201126,1,6.1,,
464,16/5/2023,17:18,37.78471739,1,6.1,,
465,16/5/2023,17:24,38.47573524,1,6.1,,
466,16/5/2023,17:30,39.17511472,1,6.1,,
467,16/5/2023,17:36,39.88290571,1,6.1,,
468,16/5/2023,17:42,40.59915812,1,6.1,,
469,16/5/2023,17:48,41.32392183,1,6.1,,
470,16/5/2023,17:54,42.0572467,1,6.1,,
471,16/5/2023,18:00,42.79918259,1,6.1,,
472,16/5/2023,18:06,43.54977938,1,6.1,,
473,16/5/2023,18:12,44.3090869,1,6.1,,
474,16/5/2023,18:18,45.07715499,1,6.1,,
475,16/5/2023,18:24,45.85403348,1,6.1,,
476,16/5/2023,18:30,46.63977221,1,6.1,,
477,16/5/2023,18:36,47.43442097,1,6.1,,
478,16/5/2023,18:42,48.23802957,1,6.1,,
479,16/5/2023,18:48,49.05064782,1,6.1,,
480,16/5/2023,18:54,49.87232549,1,6.1,,
481,16/5/2023,19:00,50.70311238,1,6.1,,
482,16/5/2023,19:06,51.54305824,1,6.1,,
483,16/5/2023,19:12,52.39221285,1,6.1,,
484,16/5/2023,19:18,53.25062596,1,6.1,,
485,16/5/2023,19:24,54.1183473,1,6.1,,
486,16/5/2023,19:30,54.99542663,1,6.1,,
487,16/5/2023,19:36,55.88191366,1,6.1,,
488,16/5/2023,19:42,56.77785811,1,6.1,,
489,16/5/2023,19:48,57.6833097,1,6.1,,
490,16/5/2023,19:54,58.59831812,1,6.1,,
491,16/5/2023,20:00,59.52293307,1,6.1,,
492,16/5/2023,20:06,60.45720423,1,6.1,,
493,16/5/2023,20:12,61.40118128,1,6.1,,
494,16/5/2023,20:18,62.35491388,1,6.1,,
495,16/5/2023,20:24,63.31845169,1,6.1,,
496,16/5/2023,20:30,64.29184436,1,6.1,,
497,16/5/2023,20:36,65.27514153,1,6.1,,
498,16/5/2023,20:42,66.26839282,1,6.1,,
499,16/5/2023,20:48,67.27164786,1,6.1,,
500,16/5/2023,20:54,68.28495626,1,6.1,,
501,16/5/2023,21:00,69.30836762,1,6.1,,
502,16/5/2023,21:06,70.34193154,1,6.1,,
503,16/5/2023,21:12,71.3856976,1,6.1,,
504,16/5/2023,21:18,72.43971538,1,6.1,,
505,16/5/2023,21:24,73.50403444,1,6.1,,
506,16/5/2023,21:30,74.57870435,1,6.1,,
507,16/5/2023,21:36,75.66377464,1,6.1,,
508,16/5/2023,21:42,76.75929487,1,6.1,,
509,16/5/2023,21:48,77.86531455,1,6.1,,
510,16/5/2023,21:54,78.98188322,1,6.1,,
511,16/5/2023,22:00,80.10905037,1,6.1,,
512,16/5/2023,22:06,81.24686552,1,6.1,,
513,16/5/2023,22:12,82.39537816,1,6.1,,
514,16/5/2023,22:18,83.55463776,1,6.1,,
515,16/5/2023,22:24,84.72469381,1,6.1,,
