No,Tanggal,Pukul,Jarak(m),Delhead,delV,Vw,s(JarakPandang) 
202,15/5/2023,15:06,7.179581174,271,-6.1,,
203,15/5/2023,15:12,7.119076434,271,-6.1,,
204,15/5/2023,15:18,7.067072703,271,-6.1,,
205,15/5/2023,15:24,7.023508796,271,-6.1,,
206,15/5/2023,15:30,6.988333099,271,-6.1,,
207,15/5/2023,15:36,6.961503661,271,-6.1,,
208,15/5/2023,15:42,6.942988274,271,-6.1,,
209,15/5/2023,15:48,6.932764537,271,-6.1,,
210,15/5/2023,15:54,6.9308199,271,-6.1,,
211,15/5/2023,16:00,6.937151678,271,-6.1,,
212,15/5/2023,16:06,6.951767065,271,-6.1,,
213,15/5/2023,16:12,6.974683111,271,-6.1,,
214,15/5/2023,16:18,7.005926685,271,-6.1,,
215,15/5/2023,16:24,7.045534426,271,-6.1,,
216,15/5/2023,16:30,7.093552664,271,-6.1,,
217,15/5/2023,16:36,7.150037328,271,-6.1,,
218,15/5/2023,16:42,7.215053842,271,-6.1,,
219,15/5/2023,16:48,7.288676989,271,-6.1,,
220,15/5/2023,16:54,7.37099078,271,-6.1,,
221,15/5/2023,17:00,7.46208829,271,-6.1,,
222,15/5/2023,17:06,7.562071492,271,-6.1,,
223,15/5/2023,17:12,7.671051076,271,-6.1,,
224,15/5/2023,17:18,7.789146251,271,-6.1,,
225,15/5/2023,17:24,7.91648455,271,-6.1,,
226,15/5/2023,17:30,8.053201613,271,-6.1,,
227,15/5/2023,17:36,8.199440973,271,-6.1,,
228,15/5/2023,17:42,8.355353831,271,-6.1,,
229,15/5/2023,17:48,8.521098826,271,-6.1,,
230,15/5/2023,17:54,8.696841807,271,-6.1,,
231,15/5/2023,18:00,8.882755596,271,-6.1,,
232,15/5/2023,18:06,9.079019755,271,-6.1,,
233,15/5/2023,18:12,9.28582035,271,-6.1,,
234,15/5/2023,18:18,9.503349716,271,-6.1,,
235,15/5/2023,18:24,9.731806225,271,-6.1,,
236,15/5/2023,18:30,9.971394054,271,-6.1,,
237,15/5/2023,18:36,10.22232296,271,-6.1,,
238,15/5/2023,18:42,10.48480806,271,-6.1,,
239,15/5/2023,18:48,10.75906959,271,-6.1,,
240,15/5/2023,18:54,11.04533273,271,-6.1,,
241,15/5/2023,19:00,11.34382737,271,-6.1,,
242,15/5/2023,19:06,11.65478788,271,-6.1,,
243,15/5/2023,19:12,11.97845298,271,-6.1,,
244,15/5/2023,19:18,12.31506547,271,-6.1,,
245,15/5/2023,19:24,12.66487212,271,-6.1,,
246,15/5/2023,19:30,13.02812343,271,-6.1,,
247,15/5/2023,19:36,13.40507347,271,-6.1,,
248,15/5/2023,19:42,13.79597975,271,-6.1,,
249,15/5/2023,19:48,14.20110301,271,-6.1,,
250,15/5/2023,19:54,14.6207071,271,-6.1,,
251,15/5/2023,20:00,15.0550588,271,-6.1,,
252,15/5/2023,20:06,15.50442773,271,-6.1,,
253,15/5/2023,20:12,15.96908615,271,-6.1,,
254,15/5/2023,20:18,16.44930888,271,-6.1,,
255,15/5/2023,20:24,16.94537314,271,-6.1,,
256,15/5/2023,20:30,17.45755847,271,-6.1,,
257,15/5/2023,20:36,17.98614657,271,-6.1,,
258,15/5/2023,20:42,18.53142123,271,-6.1,,
259,15/5/2023,20:48,19.09366821,271,-6.1,,
260,15/5/2023,20:54,19.67317516,271,-6.1,,
261,15/5/2023,21:00,20.27023148,271,-6.1,,
262,15/5/2023,21:06,20.8851283,271,-6.1,,
263,15/5/2023,21:12,21.51815832,271,-6.1,,
264,15/5/2023,21:18,22.16961579,271,-6.1,,
265,15/5/2023,21:24,22.83979641,271,-6.1,,
266,15/5/2023,21:30,23.52899725,271,-6.1,,
267,15/5/2023,21:36,24.23751669,271,-6.1,,
268,15/5/2023,21:42,24.96565436,271,-6.1,,
269,15/5/2023,21:48,25.71371106,271,-6.1,,
270,15/5/2023,21:54,26.48198873,271,-6.1,,
271,15/5/2023,22:00,27.27079034,271,-6.1,,
272,15/5/2023,22:06,28.08041991,271,-6.1,,
273,15/5/2023,22:12,28.91118239,271,-6.1,,
274,15/5/2023,22:18,29.76338367,271,-6.1,,
275,15/5/2023,22:24,30.63733047,271,-6.1,,
276,15/5/2023,22:30,31.53333038,271,-6.1,,
277,15/5/2023,22:36,32.45169173,271,-6.1,,
278,15/5/2023,22:42,33.39272361,271,-6.1,,
279,15/5/2023,22:48,34.35673582,271,-6.1,,
280,15/5/2023,22:54,35.34403882,271,-6.1,,
281,15/5/2023,23:00,36.35494371,271,-6.1,,
282,15/5/2023,23:06,37.3897622,271,-6.1,,
283,15/5/2023,23:12,38.44880657,271,-6.1,,
284,15/5/2023,23:18,39.53238964,271,-6.1,,
285,15/5/2023,23:24,40.64082475,271,-6.1,,
286,15/5/2023,23:30,41.77442575,271,-6.1,,
287,15/5/2023,23:36,42.93350694,271,-6.1,,
288,15/5/2023,23:42,44.11838305,271,-6.1,,
289,15/5/2023,23:48,45.32936927,271,-6.1,,
290,15/5/2023,23:54,46.56678116,271,-6.1,,
291,16/5/2023,0:00,47.83093467,271,-6.1,,
292,16/5/2023,0:06,49.1221461,271,-6.1,,
293,16/5/2023,0:12,50.44073213,271,-6.1,,
294,16/5/2023,0:18,51.78700971,271,-6.1,,
295,16/5/2023,0:24,53.16129615,271,-6.1,,
296,16/5/2023,0:30,54.56390902,271,-6.1,,
297,16/5/2023,0:36,55.99516617,271,-6.1,,
298,16/5/2023,0:42,57.45538574,271,-6.1,,
299,16/5/2023,0:48,58.9448861,271,-6.1,,
300,16/5/2023,0:54,60.46398584,271,-6.1,,
301,16/5/2023,1:00,62.01300382,271,-6.1,,
302,16/5/2023,1:06,63.59225907,271,-6.1,,
303,16/5/2023,1:12,65.20207084,271,-6.1,,
304,16/5/2023,1:18,66.84275857,271,-6.1,,
305,16/5/2023,1:24,68.51464188,271,-6.1,,
306,16/5/2023,1:30,70.21804056,271,-6.1,,
307,16/5/2023,1:36,71.95327456,271,-6.1,,
308,16/5/2023,1:42,73.72066398,271,-6.1,,
309,16/5/2023,1:48,75.52052908,271,-6.1,,
310,16/5/2023,1:54,77.35319023,271,-6.1,,
311,16/5/2023,2:00,79.21896794,271,-6.1,,
312,16/5/2023,2:06,81.11818284,271,-6.1,,
313,16/5/2023,2:12,83.05115568,271,-6.1,,
314,16/5/2023,2:18,85.0182073,271,-6.1,,
315,16/5/2023,2:24,87.01965866,271,-6.1,,
316,16/5/2023,2:30,89.0558308,271,-6.1,,
317,16/5/2023,2:36,91.12704484,271,-6.1,,
318,16/5/2023,2:42,93.233622,271,-6.1,,
319,16/5/2023,2:48,95.37588356,271,-6.1,,
320,16/5/2023,2:54,97.55415089,271,-6.1,,
321,16/5/2023,3:00,99.7687454,271,-6.1,,
322,16/5/2023,3:06,102.0199886,271,-6.1,,
323,16/5/2023,3:12,104.308202,271,-6.1,,
324,16/5/2023,3:18,106.6337072,271,-6.1,,
325,16/5/2023,3:24,108.9968258,271,-6.1,,
326,16/5/2023,3:30,111.3978796,271,-6.1,,
327,16/5/2023,3:36,113.8371902,271,-6.1,,
328,16/5/2023,3:42,116.3150794,271,-6.1,,
329,16/5/2023,3:48,118.831869,271,-6.1,,
330,16/5/2023,3:54,121.3878808,271,-6.1,,
331,16/5/2023,4:00,123.9834366,271,-6.1,,
332,16/5/2023,4:06,126.6188583,271,-6.1,,
333,16/5/2023,4:12,129.2944679,271,-6.1,,
334,16/5/2023,4:18,132.0105871,271,-6.1,,
335,16/5/2023,4:24,134.7675379,271,-6.1,,
336,16/5/2023,4:30,137.5656422,271,-6.1,,
337,16/5/2023,4:36,140.405222,271,-6.1,,
338,16/5/2023,4:42,143.2865991,271,-6.1,,
339,16/5/2023,4:48,146.2100955,271,-6.1,,
340,16/5/2023,4:54,149.1760331,271,-6.1,,
341,16/5/2023,5:00,152.1847338,271,-6.1,,
342,16/5/2023,5:06,155.2365196,271,-6.1,,
343,16/5/2023,5:12,158.3317124,271,-6.1,,
344,16/5/2023,5:18,161.470634,271,-6.1,,
345,16/5/2023,5:24,164.6536065,271,-6.1,,
346,16/5/2023,5:30,167.8809515,271,-6.1,,
347,16/5/2023,5:36,171.1529911,271,-6.1,,
348,16/5/2023,5:42,174.4700469,271,-6.1,,
349,16/5/2023,5:48,177.832441,271,-6.1,,
350,16/5/2023,5:54,181.240495,271,-6.1,,
351,16/5/2023,6:00,184.6945307,271,-6.1,,
352,16/5/2023,6:06,188.1948699,271,-6.1,,
353,16/5/2023,6:12,191.7418344,271,-6.1,,
354,16/5/2023,6:18,195.3357458,271,-6.1,,
355,16/5/2023,6:24,198.9769257,271,-6.1,,
356,16/5/2023,6:30,202.6656959,271,-6.1,,
357,16/5/2023,6:36,206.4023779,271,-6.1,,
358,16/5/2023,6:42,210.1872933,271,-6.1,,
359,16/5/2023,6:48,214.0207636,271,-6.1,,
360,16/5/2023,6:54,217.9031104,271,-6.1,,
361,16/5/2023,7:00,221.8346551,271,-6.1,,
362,16/5/2023,7:06,225.8157191,271,-6.1,,
363,16/5/2023,7:12,229.8466239,271,-6.1,,
364,16/5/2023,7:18,233.9276907,271,-6.1,,
365,16/5/2023,7:24,238.0592409,271,-6.1,,
366,16/5/2023,7:30,242.2415956,271,-6.1,,
367,16/5/2023,7:36,246.4750763,271,-6.1,,
368,16/5/2023,7:42,250.7600039,271,-6.1,,
369,16/5/2023,7:48,255.0966997,271,-6.1,,
370,16/5/2023,7:54,259.4854847,271,-6.1,,
371,16/5/2023,8:00,263.9266799,271,-6.1,,
372,16/5/2023,8:06,268.4206063,271,-6.1,,
373,16/5/2023,8:12,272.9675848,271,-6.1,,
374,16/5/2023,8:18,277.5679364,271,-6.1,,
375,16/5/2023,8:24,282.2219818,271,-6.1,,
376,16/5/2023,8:30,286.9300418,271,-6.1,,
377,16/5/2023,8:36,291.6924371,271,-6.1,,
378,16/5/2023,8:42,296.5094885,271,-6.1,,
379,16/5/2023,8:48,301.3815164,271,-6.1,,
380,16/5/2023,8:54,306.3088415,271,-6.1,,
381,16/5/2023,9:00,311.2917842,271,-6.1,,
382,16/5/2023,9:06,316.330665,271,-6.1,,
383,16/5/2023,9:12,321.4258042,271,-6.1,,
384,16/5/2023,9:18,326.5775223,271,-6.1,,
385,16/5/2023,9:24,331.7861394,271,-6.1,,
386,16/5/2023,9:30,337.0519757,271,-6.1,,
387,16/5/2023,9:36,342.3753514,271,-6.1,,
388,16/5/2023,9:42,347.7565865,271,-6.1,,
389,16/5/2023,9:48,353.1960011,271,-6.1,,
390,16/5/2023,9:54,358.6939151,271,-6.1,,
391,16/5/2023,10:00,364.2506484,271,-6.1,,
392,16/5/2023,10:06,369.8665209,271,-6.1,,
393,16/5/2023,10:12,375.5418522,271,-6.1,,
394,16/5/2023,10:18,381.2769621,271,-6.1,,
395,16/5/2023,10:24,387.0721702,271,-6.1,,
396,16/5/2023,10:30,392.927796,271,-6.1,,
397,16/5/2023,10:36,398.8441591,271,-6.1,,
398,16/5/2023,10:42,404.8215788,271,-6.1,,
399,16/5/2023,10:48,410.8603746,271,-6.1,,
400,16/5/2023,10:54,416.9608656,271,-6.1,,
401,16/5/2023,11:00,423.1233712,271,-6.1,,
402,16/5/2023,11:06,429.3482104,271,-6.1,,
403,16/5/2023,11:12,435.6357024,271,-6.1,,
404,16/5/2023,11:18,441.9861661,271,-6.1,,
405,16/5/2023,11:24,448.3999205,271,-6.1,,
406,16/5/2023,11:30,454.8772844,271,-6.1,,
407,16/5/2023,11:36,461.4185766,271,-6.1,,
408,16/5/2023,11:42,468.0241159,271,-6.1,,
409,16/5/2023,11:48,474.6942208,271,-6.1,,
410,16/5/2023,11:54,481.42921,271,-6.1,,
411,16/5/2023,12:00,488.2294019,271,-6.1,,
412,16/5/2023,12:06,495.0951149,271,-6.1,,
413,16/5/2023,12:12,502.0266674,271,-6.1,,
414,16/5/2023,12:18,509.0243776,271,-6.1,,
415,16/5/2023,12:24,516.0885638,271,-6.1,,
416,16/5/2023,12:30,523.219544,271,-6.1,,
417,16/5/2023,12:36,530.4176363,271,-6.1,,
418,16/5/2023,12:42,537.6831586,271,-6.1,,
419,16/5/2023,12:48,545.0164288,271,-6.1,,
420,16/5/2023,12:54,552.4177647,271,-6.1,,
421,16/5/2023,13:00,559.8874841,271,-6.1,,
422,16/5/2023,13:06,567.4259045,271,-6.1,,
423,16/5/2023,13:12,575.0333435,271,-6.1,,
424,16/5/2023,13:18,582.7101186,271,-6.1,,
425,16/5/2023,13:24,590.4565472,271,-6.1,,
426,16/5/2023,13:30,598.2729467,271,-6.1,,
427,16/5/2023,13:36,606.1596342,271,-6.1,,
428,16/5/2023,13:42,614.1169269,271,-6.1,,
429,16/5/2023,13:48,622.1451419,271,-6.1,,
430,16/5/2023,13:54,630.2445961,271,-6.1,,
431,16/5/2023,14:00,638.4156066,271,-6.1,,
432,16/5/2023,14:06,646.65849,271,-6.1,,
433,16/5/2023,14:12,654.9735632,271,-6.1,,
434,16/5/2023,14:18,663.3611427,271,-6.1,,
435,16/5/2023,14:24,671.8215453,271,-6.1,,
436,16/5/2023,14:30,680.3550873,271,-6.1,,
437,16/5/2023,14:36,688.9620851,271,-6.1,,
438,16/5/2023,14:42,697.6428551,271,-6.1,,
439,16/5/2023,14:48,706.3977135,271,-6.1,,
440,16/5/2023,14:54,715.2269764,271,-6.1,,
441,16/5/2023,15:00,724.1309599,271,-6.1,,
442,16/5/2023,15:06,733.10998,271,-6.1,,
443,16/5/2023,15:12,742.1643525,271,-6.1,,
444,16/5/2023,15:18,751.2943932,271,-6.1,,
445,16/5/2023,15:24,760.5004179,271,-6.1,,
446,16/5/2023,15:30,769.7827422,271,-6.1,,
447,16/5/2023,15:36,779.1416815,271,-6.1,,
448,16/5/2023,15:42,788.5775513,271,-6.1,,
449,16/5/2023,15:48,798.090667,271,-6.1,,
450,16/5/2023,15:54,807.6813439,271,-6.1,,
451,16/5/2023,16:00,817.349897,271,-6.1,,
452,16/5/2023,16:06,827.0966415,271,-6.1,,
453,16/5/2023,16:12,836.9218924,271,-6.1,,
454,16/5/2023,16:18,846.8259645,271,-6.1,,
455,16/5/2023,16:24,856.8091727,271,-6.1,,
456,16/5/2023,16:30,866.8718317,271,-6.1,,
457,16/5/2023,16:36,877.0142561,271,-6.1,,
458,16/5/2023,16:42,887.2367604,271,-6.1,,
459,16/5/2023,16:48,897.539659,271,-6.1,,
460,16/5/2023,16:54,907.9232664,271,-6.1,,
461,16/5/2023,17:00,918.3878967,271,-6.1,,
462,16/5/2023,17:06,928.9338641,271,-6.1,,
463,16/5/2023,17:12,939.5614827,271,-6.1,,
464,16/5/2023,17:18,950.2710665,271,-6.1,,
465,16/5/2023,17:24,961.0629292,271,-6.1,,
466,16/5/2023,17:30,971.9373848,271,-6.1,,
467,16/5/2023,17:36,982.8947468,271,-6.1,,
468,16/5/2023,17:42,993.9353288,271,-6.1,,
469,16/5/2023,17:48,1005.059444,271,-6.1,,
470,16/5/2023,17:54,1016.267407,271,-6.1,,
471,16/5/2023,18:00,1027.55953,271,-6.1,,
472,16/5/2023,18:06,1038.936126,271,-6.1,,
473,16/5/2023,18:12,1050.397509,271,-6.1,,
474,16/5/2023,18:18,1061.943991,271,-6.1,,
475,16/5/2023,18:24,1073.575886,271,-6.1,,
476,16/5/2023,18:30,1085.293506,271,-6.1,,
477,16/5/2023,18:36,1097.097164,271,-6.1,,
478,16/5/2023,18:42,1108.987173,271,-6.1,,
479,16/5/2023,18:48,1120.963844,271,-6.1,,
480,16/5/2023,18:54,1133.027491,271,-6.1,,
481,16/5/2023,19:00,1145.178427,271,-6.1,,
482,16/5/2023,19:06,1157.416962,271,-6.1,,
483,16/5/2023,19:12,1169.743409,271,-6.1,,
484,16/5/2023,19:18,1182.15808,271,-6.1,,
485,16/5/2023,19:24,1194.661288,271,-6.1,,
486,16/5/2023,19:30,1207.253343,271,-6.1,,
487,16/5/2023,19:36,1219.934559,271,-6.1,,
488,16/5/2023,19:42,1232.705245,271,-6.1,,
489,16/5/2023,19:48,1245.565714,271,-6.1,,
490,16/5/2023,19:54,1258.516277,271,-6.1,,
491,16/5/2023,20:00,1271.557246,271,-6.1,,
492,16/5/2023,20:06,1284.688931,271,-6.1,,
493,16/5/2023,20:12,1297.911644,271,-6.1,,
494,16/5/2023,20:18,1311.225696,271,-6.1,,
495,16/5/2023,20:24,1324.631397,271,-6.1,,
496,16/5/2023,20:30,1338.129059,271,-6.1,,
497,16/5/2023,20:36,1351.718992,271,-6.1,,
